Year,SurveyID,Presence,sLatitude,sLongitude
2025,117057,1,N-37-23-05.35,W-103-30-19.54
2025,117125,0,N-37-25-34.39,W-105-34-06.94
2025,117153,0,N-37-46-56.21,W-107-00-55.02
2025,117201,1,N-40-35-56.97,W-108-41-58.44
2025,117203,0,N-40-04-44.81,W-106-38-42.34
2025,117205,1,N-40-51-11.82,W-104-32-51.49
2025,117207,1,N-40-38-43.65,W-102-07-54.09
2025,117209,1,N-39-39-54.76,W-107-37-36.97
2025,117211,1,N-39-40-32.66,W-105-51-49.10
2025,117213,1,N-39-21-59.64,W-103-47-38.16
2025,117215,1,N-38-16-57.54,W-108-20-49.23
2025,117217,1,N-38-45-07.52,W-106-25-26.09
2025,117219,1,N-38-04-46.28,W-104-27-58.70
2025,117221,0,N-38-17-56.93,W-102-44-49.84
2025,117223,1,N-37-15-54.98,W-107-12-02.27
2025,117225,0,N-37-41-23.21,W-105-55-41.45
2025,117227,0,N-37-31-50.21,W-103-07-58.48
2025,117301,1,N-40-16-19.59,W-108-34-41.07
2025,117303,1,N-40-40-33.21,W-106-56-02.02
2025,117305,1,N-40-55-11.75,W-104-43-53.49
2025,117307,1,N-40-59-44.86,W-102-18-35.99
2025,117309,0,N-39-06-33.63,W-107-22-33.18
2025,117311,1,N-39-25-25.03,W-105-58-24.62
2025,117313,0,N-39-34-11.02,W-103-01-28.64
2025,117315,1,N-38-04-16.87,W-108-29-30.62
2025,117317,1,N-38-26-12.33,W-106-06-56.05
2025,117319,1,N-38-32-38.04,W-104-28-45.28
2025,117321,0,N-38-15-36.10,W-102-13-59.39
2025,117323,1,N-37-04-31.22,W-107-52-42.52
2025,117325,1,N-37-06-10.86,W-105-32-36.44
2025,117327,0,N-37-57-37.56,W-103-52-33.86
2025,117351,0,N-40-12-59.61,W-108-45-30.42
2025,117353,1,N-40-18-10.89,W-105-57-32.83
2025,117359,1,N-39-45-42.27,W-107-41-01.40
2025,117361,1,N-39-55-03.56,W-105-30-31.53
2025,117365,0,N-38-16-36.37,W-108-32-24.15
2025,117367,1,N-38-03-17.26,W-106-51-06.30
2025,117373,0,N-37-56-39.02,W-107-49-50.59
2025,117375,0,N-37-56-33.86,W-107-13-01.97
2025,117419,1,N-38-04-54.14,W-104-27-09.37
2025,117901,1,N-40-49-57.65,W-104-48-18.79
2025,117903,0,N-37-15-14.61,W-108-29-41.60
2025,118001,1,N-41-20-25.30,W-71-58-49.71
2025,118003,0,N-41-42-17.50,W-72-31-50.58
2025,118005,1,N-41-57-15.48,W-72-08-31.83
2025,118007,1,N-41-46-14.74,W-72-08-20.66
2025,118009,0,N-41-32-14.24,W-73-30-32.95
2025,118011,0,N-41-23-13.65,W-73-29-56.09
2025,118013,1,N-41-15-30.28,W-73-15-22.42
2025,118015,1,N-41-35-39.04,W-72-51-50.27
2025,121001,1,N-39-30-48.88,W-75-41-35.96
2025,121003,1,N-38-57-33.23,W-75-32-40.18
2025,121005,0,N-39-02-59.05,W-75-31-15.73
2025,121007,1,N-38-40-52.22,W-75-14-05.71
2025,121009,1,N-38-35-26.95,W-75-03-59.22
2025,121105,0,N-39-20-26.06,W-75-32-58.21
2025,121109,1,N-38-44-58.58,W-75-22-41.57
2025,125001,0,N-30-54-15.19,W-87-25-02.87
2025,125003,1,N-30-32-23.32,W-86-30-14.14
2025,125005,0,N-30-20-18.27,W-85-18-36.42
2025,125007,1,N-30-21-48.17,W-85-55-10.70
2025,125009,1,N-29-47-58.77,W-85-18-33.09
2025,125011,1,N-29-21-47.32,W-83-10-55.09
2025,125013,0,N-29-33-14.84,W-82-18-03.89
2025,125015,1,N-29-59-25.16,W-84-54-13.12
2025,125017,1,N-27-28-51.56,W-82-08-48.05
2025,125019,1,N-30-40-03.54,W-81-54-29.00
2025,125021,1,N-29-50-47.94,W-81-49-05.71
2025,125023,0,N-28-33-56.00,W-81-59-21.49
2025,125025,1,N-28-44-53.20,W-80-52-08.17
2025,125027,1,N-27-40-57.04,W-82-09-44.99
2025,125029,1,N-27-54-22.25,W-81-43-13.00
2025,125031,0,N-27-00-03.61,W-80-21-32.72
2025,125033,1,N-26-04-55.19,W-80-44-55.95
2025,125035,1,N-25-41-51.72,W-80-45-20.39
2025,125037,0,N-30-12-43.43,W-82-15-53.09
2025,125039,1,N-26-23-58.02,W-80-12-19.77
2025,125051,1,N-30-22-21.68,W-87-02-52.13
2025,125053,0,N-30-43-12.35,W-86-07-05.41
2025,125055,1,N-30-56-29.93,W-85-54-34.36
2025,125057,0,N-30-21-40.24,W-84-40-06.73
2025,125059,1,N-29-54-36.58,W-82-52-44.89
2025,125061,1,N-30-31-43.72,W-83-14-21.54
2025,125063,1,N-29-22-24.23,W-81-58-50.55
2025,125065,0,N-29-15-37.46,W-82-14-56.96
2025,125067,0,N-28-16-31.42,W-80-58-56.01
2025,125069,1,N-28-19-41.72,W-81-21-53.87
2025,125071,1,N-27-15-48.45,W-82-18-51.72
2025,125073,1,N-27-45-42.47,W-81-29-30.46
2025,125075,1,N-27-41-02.85,W-80-31-36.40
2025,125077,1,N-26-05-51.06,W-80-18-55.14
2025,125079,1,N-25-22-41.75,W-80-37-09.83
2025,125081,1,N-26-34-06.56,W-81-14-10.07
2025,125083,1,N-24-39-57.54,W-81-24-19.30
2025,125085,1,N-28-21-27.47,W-82-43-36.06
2025,125087,1,N-25-58-11.16,W-81-31-07.27
2025,125105,1,N-30-23-12.27,W-85-18-06.62
2025,125107,0,N-30-23-12.28,W-85-52-44.87
2025,125113,1,N-29-28-55.49,W-82-08-34.61
2025,125129,0,N-27-45-58.39,W-81-42-13.11
2025,125135,0,N-25-09-16.22,W-80-53-32.17
2025,125137,1,N-30-15-29.67,W-82-09-08.33
2025,125165,1,N-29-11-29.08,W-82-17-29.64
2025,125175,0,N-27-41-02.25,W-80-31-32.25
2025,125183,1,N-24-35-34.02,W-81-35-38.76
2025,125901,1,N-30-10-26.97,W-84-42-50.70
2025,125903,1,N-29-13-25.13,W-81-46-08.53
2025,125905,1,N-28-39-39.02,W-82-10-43.33
2025,125907,1,N-25-25-00.30,W-80-40-52.28
2025,125911,0,N-26-52-29.33,W-80-23-00.05
2025,125913,1,N-26-50-08.23,W-81-41-40.41
2025,125915,1,N-28-38-43.92,W-80-47-47.92
2025,125917,1,N-30-14-38.96,W-82-24-51.92
2025,125919,0,N-26-58-29.74,W-80-34-49.73
2025,125921,1,N-29-40-31.32,W-85-14-03.82
2025,127001,1,N-30-54-44.26,W-81-32-47.62
2025,127003,1,N-31-20-06.40,W-81-23-21.89
2025,127005,1,N-31-55-06.92,W-82-14-33.52
2025,127007,1,N-31-42-41.68,W-83-13-34.82
2025,127009,1,N-31-54-01.31,W-84-59-49.54
2025,127011,1,N-32-20-55.56,W-81-23-36.42
2025,127013,1,N-32-42-22.56,W-82-45-39.57
2025,127015,1,N-32-58-43.11,W-84-01-58.35
2025,127017,1,N-31-12-23.91,W-82-13-05.03
2025,127019,1,N-33-46-14.70,W-82-30-32.66
2025,127021,0,N-31-17-39.41,W-84-25-59.20
2025,127023,0,N-33-38-27.85,W-84-53-38.09
2025,127025,1,N-31-08-15.90,W-84-04-31.97
2025,127027,0,N-34-03-35.26,W-84-47-07.42
2025,127029,0,N-31-37-24.56,W-83-55-44.35
2025,127031,1,N-33-32-15.29,W-83-06-55.64
2025,127033,1,N-32-12-01.52,W-84-17-24.52
2025,127035,1,N-32-58-32.45,W-83-41-10.54
2025,127037,1,N-34-40-17.66,W-85-21-51.56
2025,127039,1,N-34-23-34.29,W-85-04-51.27
2025,127041,1,N-34-54-22.28,W-83-24-22.27
2025,127043,1,N-33-54-38.14,W-84-45-24.38
2025,127045,0,N-33-36-45.53,W-83-35-49.05
2025,127047,1,N-33-39-11.48,W-82-38-19.07
2025,127049,1,N-32-08-25.71,W-83-34-14.44
2025,127051,0,N-32-54-25.12,W-82-22-50.92
2025,127053,1,N-31-56-42.54,W-82-54-08.94
2025,127055,1,N-31-27-11.83,W-82-49-49.43
2025,127057,1,N-30-39-10.02,W-83-53-56.86
2025,127111,0,N-32-23-46.94,W-81-29-20.35
2025,127117,1,N-31-01-09.76,W-82-21-59.48
2025,127119,1,N-33-46-47.68,W-82-30-41.55
2025,127123,0,N-33-38-33.73,W-84-53-32.76
2025,127155,0,N-31-27-35.86,W-82-49-31.05
2025,133001,0,N-48-33-36.05,W-116-25-03.51
2025,133003,1,N-47-02-58.24,W-115-47-59.04
2025,133005,1,N-46-04-01.42,W-115-26-02.87
2025,133007,1,N-45-56-42.25,W-116-11-00.41
2025,133009,1,N-45-42-34.29,W-114-38-14.15
2025,133011,1,N-44-31-13.75,W-116-03-36.27
2025,133013,0,N-44-33-12.94,W-114-13-24.91
2025,133015,0,N-44-14-03.83,W-112-16-57.58
2025,133017,0,N-43-26-19.17,W-116-05-51.58
2025,133019,1,N-43-49-22.83,W-114-59-13.21
2025,133021,1,N-43-09-30.96,W-112-48-01.72
2025,133023,0,N-42-53-24.88,W-116-35-51.75
2025,133025,1,N-42-14-04.85,W-114-16-18.74
2025,133027,0,N-42-51-58.78,W-112-29-00.56
2025,133029,0,N-48-20-29.79,W-116-51-21.67
2025,133109,1,N-45-43-14.38,W-115-04-25.59
2025,133111,1,N-44-25-38.95,W-116-02-25.01
2025,133119,1,N-43-55-48.07,W-114-47-38.96
2025,133205,1,N-46-32-18.34,W-115-38-46.02
2025,133207,0,N-45-26-21.99,W-116-10-47.40
2025,133209,0,N-45-11-58.36,W-114-13-46.81
2025,133211,0,N-44-19-57.83,W-116-33-53.58
2025,133213,0,N-44-25-46.60,W-114-44-10.95
2025,133217,0,N-43-05-04.25,W-116-37-58.71
2025,133219,0,N-43-19-03.27,W-114-07-24.34
2025,133221,0,N-43-52-00.93,W-112-32-15.25
2025,133223,1,N-42-33-19.37,W-116-55-24.07
2025,133225,1,N-42-27-59.51,W-114-16-17.06
2025,133227,0,N-42-21-14.30,W-112-25-52.36
2025,133901,1,N-43-29-06.97,W-112-48-32.56
2025,133903,1,N-43-52-08.72,W-112-49-48.57
2025,133905,1,N-43-31-43.33,W-112-39-34.94
2025,133907,1,N-47-32-41.86,W-116-20-24.67
2025,134001,1,N-42-23-33.58,W-90-18-58.20
2025,134003,0,N-42-04-23.37,W-89-05-49.38
2025,134005,1,N-42-09-42.10,W-88-10-38.57
2025,134007,0,N-41-24-11.23,W-90-02-21.97
2025,134009,0,N-41-12-04.56,W-89-27-10.80
2025,134011,1,N-41-20-27.52,W-89-43-24.37
2025,134013,1,N-41-05-24.69,W-88-50-39.10
2025,134015,0,N-41-10-02.98,W-88-11-19.15
2025,134017,1,N-41-13-45.43,W-87-35-53.20
2025,134019,1,N-40-48-02.20,W-91-03-23.93
2025,134021,1,N-40-06-31.08,W-90-00-19.29
2025,134023,1,N-40-55-24.90,W-90-02-14.56
2025,134025,0,N-40-36-59.37,W-89-38-07.57
2025,134027,1,N-40-36-49.16,W-89-19-59.63
2025,134029,1,N-40-56-13.89,W-88-57-10.88
2025,134031,1,N-40-43-38.61,W-88-34-59.89
2025,134033,1,N-40-15-00.41,W-87-58-05.08
2025,134035,1,N-39-54-08.77,W-91-17-50.47
2025,134037,0,N-39-26-19.57,W-90-10-15.67
2025,134039,0,N-39-23-00.91,W-90-50-39.01
2025,134041,1,N-39-28-09.09,W-89-16-55.49
2025,134043,0,N-39-33-48.58,W-89-27-32.06
2025,134045,1,N-39-22-31.37,W-88-16-46.53
2025,134047,1,N-39-37-42.26,W-88-23-02.72
2025,134049,0,N-38-23-18.48,W-90-14-22.79
2025,134051,1,N-38-42-50.07,W-89-32-01.74
2025,134053,1,N-38-21-52.73,W-89-18-41.64
2025,134055,0,N-38-24-10.04,W-88-57-00.60
2025,134057,1,N-38-41-40.05,W-88-27-24.20
2025,134059,1,N-37-14-06.29,W-89-15-21.11
2025,134061,1,N-37-19-19.90,W-88-57-29.17
2025,134063,1,N-37-04-13.82,W-88-31-56.35
2025,134065,1,N-42-08-01.57,W-89-46-56.65
2025,134067,1,N-41-20-26.47,W-90-32-22.73
2025,134069,0,N-41-18-50.17,W-88-36-14.05
2025,134071,1,N-40-20-02.02,W-90-07-47.02
2025,134073,0,N-40-17-41.46,W-88-45-48.16
2025,134075,1,N-39-24-01.21,W-89-50-28.79
2025,134077,1,N-39-08-01.35,W-87-40-01.60
2025,134079,0,N-38-02-33.21,W-88-13-49.60
2025,134081,1,N-37-36-47.66,W-88-10-53.79
2025,134135,0,N-39-54-05.18,W-91-17-19.64
2025,135001,1,N-41-36-29.21,W-87-27-13.52
2025,135003,1,N-41-44-08.09,W-86-13-08.32
2025,135005,1,N-41-02-54.62,W-86-18-39.93
2025,135007,0,N-41-01-33.25,W-85-29-20.76
2025,135009,1,N-41-36-55.93,W-84-56-58.49
2025,135011,1,N-40-25-35.29,W-87-03-17.02
2025,135013,0,N-40-37-33.92,W-86-11-35.09
2025,135015,1,N-40-13-10.66,W-86-03-22.34
2025,135017,1,N-40-08-45.58,W-85-22-40.07
2025,135019,0,N-40-51-58.93,W-85-54-58.69
2025,135021,0,N-39-20-40.41,W-87-23-33.79
2025,135023,0,N-39-05-00.40,W-86-21-48.00
2025,135025,1,N-39-54-36.06,W-86-34-05.87
2025,135027,1,N-39-05-00.16,W-85-57-53.10
2025,135029,1,N-39-28-05.59,W-85-27-51.20
2025,135031,1,N-39-29-07.34,W-84-58-13.95
2025,135033,0,N-38-34-37.90,W-87-11-21.66
2025,135035,1,N-38-47-59.41,W-86-44-46.77
2025,135037,1,N-38-55-12.80,W-86-10-03.93
2025,135039,0,N-38-16-15.86,W-86-10-48.83
2025,135041,1,N-38-43-10.03,W-85-43-34.75
2025,135101,1,N-41-32-43.87,W-87-11-11.31
2025,135103,0,N-41-38-09.87,W-86-22-10.65
2025,135115,1,N-40-13-38.42,W-86-03-39.21
2025,135117,1,N-40-08-38.26,W-85-21-16.30
2025,135301,1,N-41-23-47.39,W-87-22-28.87
2025,135303,0,N-41-45-15.48,W-85-28-46.48
2025,135305,0,N-40-58-10.98,W-87-04-52.19
2025,135307,0,N-40-24-21.76,W-85-14-36.25
2025,135309,0,N-39-58-04.83,W-87-21-36.68
2025,135311,0,N-39-55-28.38,W-85-05-03.51
2025,135313,1,N-39-07-43.24,W-87-03-10.79
2025,135315,0,N-38-57-02.81,W-85-09-31.01
2025,135901,1,N-41-42-15.69,W-86-56-49.66
2025,135903,1,N-41-03-36.13,W-87-26-06.66
2025,136001,1,N-40-46-48.30,W-91-39-33.88
2025,136003,1,N-40-53-47.45,W-93-09-58.53
2025,136005,1,N-40-38-34.16,W-95-07-10.94
2025,136007,0,N-41-34-43.25,W-91-16-21.70
2025,136009,1,N-41-42-29.07,W-92-21-01.31
2025,136011,0,N-41-24-11.54,W-93-06-27.24
2025,136013,0,N-41-39-25.74,W-94-09-27.36
2025,136015,0,N-41-27-23.85,W-95-44-52.26
2025,136017,1,N-42-03-02.96,W-90-35-56.66
2025,136019,1,N-42-11-09.79,W-91-23-51.85
2025,136021,1,N-42-13-36.23,W-92-31-22.03
2025,136023,0,N-42-08-18.77,W-93-20-56.25
2025,136025,0,N-42-37-38.40,W-94-17-15.37
2025,136027,0,N-42-38-59.45,W-95-41-32.44
2025,136029,1,N-43-03-32.48,W-91-52-14.66
2025,136031,0,N-43-01-57.02,W-93-34-54.08
2025,136033,0,N-43-02-02.20,W-95-34-46.13
2025,136123,0,N-42-09-17.96,W-93-21-42.98
2025,136131,1,N-43-01-03.38,W-93-34-42.09
2025,138001,1,N-37-03-55.11,W-94-59-20.33
2025,138003,1,N-37-51-24.45,W-95-26-33.77
2025,138005,1,N-37-59-08.04,W-96-17-43.18
2025,138007,1,N-37-15-29.86,W-97-14-04.87
2025,138009,0,N-37-32-44.54,W-98-45-41.87
2025,138011,1,N-37-08-45.41,W-99-45-30.88
2025,138013,1,N-38-48-39.12,W-94-54-39.62
2025,138015,0,N-38-27-16.28,W-95-47-06.11
2025,138017,1,N-38-19-52.84,W-96-30-59.79
2025,138019,1,N-38-59-41.45,W-97-06-05.62
2025,138021,1,N-38-33-47.17,W-98-03-10.96
2025,138023,0,N-38-44-58.79,W-99-27-54.18
2025,138025,1,N-39-38-14.04,W-100-18-41.38
2025,138027,0,N-39-15-55.79,W-95-36-48.35
2025,138029,0,N-39-43-47.29,W-96-01-52.20
2025,138031,0,N-39-09-32.44,W-97-31-28.92
2025,138033,0,N-39-40-30.21,W-98-06-48.78
2025,138035,1,N-39-41-26.65,W-99-34-37.50
2025,138037,0,N-37-19-04.37,W-100-29-07.97
2025,138105,0,N-37-18-18.86,W-96-06-18.44
2025,138301,1,N-37-18-29.87,W-94-44-13.20
2025,138303,1,N-37-47-01.03,W-96-26-01.41
2025,138305,0,N-37-51-26.62,W-98-52-41.65
2025,138307,1,N-37-49-52.82,W-100-52-38.95
2025,138309,1,N-38-13-53.48,W-94-36-31.87
2025,138311,1,N-38-31-18.79,W-96-53-47.08
2025,138313,0,N-38-40-49.43,W-98-46-47.79
2025,138315,0,N-38-28-47.29,W-100-43-54.83
2025,138317,1,N-39-47-00.66,W-95-13-17.59
2025,138319,0,N-39-34-40.65,W-97-49-48.87
2025,138321,0,N-39-20-07.87,W-99-16-03.38
2025,138323,1,N-39-07-43.37,W-101-43-05.23
2025,139001,1,N-36-39-45.22,W-83-34-07.97
2025,139003,0,N-36-42-46.31,W-88-12-21.98
2025,139005,1,N-36-40-42.31,W-87-01-27.25
2025,139007,1,N-36-56-57.05,W-86-12-56.47
2025,139009,1,N-36-39-34.55,W-85-23-14.76
2025,139011,1,N-36-49-30.93,W-84-50-36.15
2025,139013,1,N-37-26-03.93,W-82-12-38.06
2025,139015,1,N-37-14-14.57,W-82-55-00.75
2025,139017,1,N-37-46-10.99,W-83-35-45.65
2025,139019,1,N-37-59-30.53,W-83-58-27.56
2025,139021,1,N-37-20-03.80,W-84-45-52.92
2025,139023,0,N-37-57-57.14,W-84-50-52.76
2025,139025,0,N-37-26-15.38,W-85-08-55.92
2025,139027,0,N-37-49-00.79,W-85-58-40.17
2025,139029,0,N-37-50-13.10,W-86-53-11.96
2025,139031,1,N-37-35-12.32,W-86-11-54.40
2025,139033,1,N-37-36-26.24,W-87-51-16.64
2025,139035,0,N-37-37-22.76,W-87-37-44.52
2025,139037,1,N-38-18-02.39,W-85-10-05.96
2025,139039,1,N-38-42-12.46,W-84-51-07.41
2025,139041,1,N-38-22-38.84,W-84-36-44.15
2025,139043,0,N-38-11-58.94,W-84-00-28.20
2025,139045,1,N-38-30-58.59,W-83-05-24.35
2025,139107,1,N-36-55-20.18,W-86-20-13.43
2025,139117,1,N-37-44-34.15,W-83-33-19.22
2025,139127,1,N-37-49-32.82,W-85-42-40.94
2025,139137,0,N-38-23-25.48,W-85-11-24.53
2025,139145,1,N-38-28-49.38,W-83-05-03.93
2025,142001,1,N-29-41-42.35,W-89-53-01.55
2025,142003,1,N-29-54-36.28,W-90-57-27.75
2025,142005,1,N-29-54-04.73,W-91-15-59.58
2025,142007,0,N-29-51-26.18,W-93-10-34.68
2025,142009,1,N-30-42-52.89,W-90-31-07.20
2025,142011,1,N-30-04-46.17,W-91-50-27.10
2025,142013,1,N-30-39-18.51,W-92-26-24.70
2025,142015,1,N-30-01-07.87,W-93-25-41.02
2025,142017,0,N-31-11-26.63,W-91-40-17.76
2025,142019,0,N-31-34-13.10,W-92-57-34.26
2025,142021,0,N-31-35-14.32,W-93-01-58.51
2025,142023,0,N-32-44-34.90,W-91-42-40.04
2025,142025,1,N-32-15-05.93,W-92-19-19.00
2025,142027,1,N-32-04-26.30,W-93-59-44.90
2025,142029,1,N-29-33-27.26,W-90-25-30.21
2025,142031,0,N-29-55-08.68,W-92-14-40.70
2025,142033,1,N-30-16-12.08,W-91-27-07.95
2025,142037,0,N-31-33-34.99,W-93-30-20.97
2025,142039,1,N-32-48-44.00,W-92-14-35.73
2025,142051,1,N-29-59-29.77,W-91-57-13.02
2025,142053,1,N-30-16-21.32,W-90-56-04.61
2025,142055,0,N-30-25-13.86,W-92-17-02.58
2025,142057,0,N-31-44-11.16,W-91-35-21.90
2025,142059,1,N-31-27-53.89,W-93-39-47.01
2025,142061,1,N-32-58-44.43,W-92-33-00.82
2025,142101,0,N-29-41-20.46,W-89-58-02.00
2025,142105,1,N-29-51-40.02,W-91-11-45.45
2025,142107,1,N-29-58-21.23,W-93-38-03.39
2025,142113,0,N-30-40-07.39,W-92-16-11.41
2025,142121,0,N-31-42-48.53,W-93-05-09.96
2025,142125,1,N-32-23-24.75,W-92-19-18.43
2025,142137,1,N-31-33-32.26,W-93-30-53.30
2025,142139,0,N-32-48-05.45,W-92-14-35.71
2025,142221,1,N-31-35-14.79,W-93-10-56.47
2025,142301,1,N-32-34-44.61,W-93-25-04.27
2025,142303,0,N-32-58-15.01,W-91-31-39.77
2025,142305,0,N-31-57-03.41,W-92-48-10.89
2025,142307,1,N-30-09-08.65,W-93-35-58.17
2025,142309,0,N-30-28-18.09,W-91-12-32.23
2025,142311,1,N-29-33-22.34,W-92-18-53.37
2025,142313,0,N-29-49-35.02,W-90-53-53.99
2025,142901,1,N-30-54-48.47,W-92-25-55.87
2025,142903,1,N-30-20-48.45,W-91-10-12.74
2025,142905,1,N-30-29-36.04,W-91-45-14.62
2025,143001,0,N-67-14-16.13,W-135-20-49.30
2025,143003,1,N-67-37-51.41,W-133-50-22.40
2025,143005,0,N-62-28-50.95,W-114-18-38.96
2025,143007,0,N-62-32-32.83,W-113-50-42.74
2025,143009,0,N-60-03-53.67,W-113-10-34.04
2025,143011,1,N-60-27-30.33,W-123-24-30.79
2025,144001,1,N-43-15-18.62,W-70-40-43.28
2025,144003,1,N-43-30-50.17,W-70-32-22.43
2025,144005,1,N-43-59-49.37,W-69-34-17.50
2025,144007,0,N-44-36-31.23,W-70-57-11.56
2025,144009,0,N-44-18-28.45,W-70-39-11.50
2025,144011,1,N-44-44-11.81,W-70-51-50.04
2025,144013,0,N-44-19-11.79,W-70-19-39.83
2025,144015,1,N-44-19-06.58,W-69-51-46.45
2025,144017,1,N-44-10-53.91,W-69-14-23.47
2025,144019,0,N-44-59-28.20,W-69-27-52.02
2025,144021,1,N-44-34-28.06,W-69-09-55.85
2025,144023,1,N-44-39-23.49,W-68-11-33.44
2025,144025,1,N-44-25-05.63,W-68-47-29.43
2025,144027,1,N-44-59-43.13,W-67-24-04.19
2025,144029,0,N-44-48-19.65,W-67-42-22.51
2025,144031,1,N-45-14-22.74,W-70-11-20.34
2025,144033,0,N-45-03-18.06,W-69-02-14.93
2025,144035,0,N-45-51-17.88,W-69-55-10.35
2025,144037,1,N-45-01-07.00,W-69-23-53.27
2025,144039,1,N-45-38-33.64,W-68-05-47.69
2025,144041,1,N-45-36-21.72,W-68-30-16.73
2025,144043,0,N-45-14-47.83,W-67-41-14.76
2025,144045,0,N-45-33-39.06,W-67-41-24.63
2025,144047,1,N-46-25-33.82,W-69-13-13.45
2025,144049,1,N-46-45-10.02,W-68-14-24.83
2025,144051,1,N-46-33-54.12,W-68-23-44.35
2025,144053,1,N-46-54-47.03,W-67-56-48.91
2025,144055,1,N-47-14-20.84,W-69-23-44.15
2025,144057,1,N-46-06-44.13,W-69-12-14.46
2025,144059,1,N-46-18-10.22,W-69-57-22.12
2025,144115,0,N-44-19-24.01,W-69-51-08.86
2025,144117,0,N-44-07-40.59,W-69-15-01.24
2025,144147,1,N-46-24-57.12,W-69-17-20.64
2025,145001,1,N-49-54-00.53,W-95-59-23.27
2025,145003,1,N-49-32-41.03,W-97-41-19.71
2025,145005,1,N-49-23-20.83,W-98-01-43.80
2025,145007,0,N-49-03-16.39,W-99-14-19.87
2025,145009,1,N-49-19-51.18,W-100-07-33.37
2025,145011,1,N-49-46-14.70,W-101-19-38.64
2025,145013,1,N-50-04-55.57,W-96-36-19.20
2025,145021,0,N-50-18-44.95,W-101-03-04.00
2025,145027,0,N-53-42-21.67,W-94-26-35.29
2025,145033,0,N-54-35-13.84,W-101-21-16.25
2025,145037,0,N-54-35-46.28,W-100-44-23.81
2025,145041,1,N-51-04-39.98,W-96-46-04.61
2025,145043,1,N-51-04-17.72,W-98-22-39.56
2025,145047,1,N-52-22-46.87,W-98-54-59.09
2025,145049,0,N-52-14-34.12,W-100-57-51.42
2025,145055,1,N-53-07-32.21,W-100-25-17.55
2025,145061,1,N-54-22-10.99,W-99-04-46.20
2025,145065,1,N-55-55-02.67,W-97-41-03.28
2025,145067,1,N-55-52-07.95,W-99-20-48.69
2025,145071,1,N-55-40-48.57,W-95-45-49.48
2025,145075,1,N-56-28-26.45,W-99-42-29.85
2025,145077,1,N-56-55-58.40,W-101-50-08.49
2025,145101,1,N-49-32-19.05,W-95-34-42.13
2025,145103,1,N-49-59-00.05,W-97-30-11.95
2025,145105,0,N-49-33-31.26,W-98-44-33.53
2025,145107,0,N-49-03-39.59,W-99-50-23.95
2025,145109,1,N-49-52-04.71,W-100-39-04.69
2025,145111,1,N-49-17-49.01,W-101-18-14.29
2025,145113,1,N-50-37-00.26,W-96-19-58.80
2025,145121,0,N-50-30-33.28,W-101-13-46.55
2025,145201,0,N-49-20-10.50,W-95-28-23.31
2025,145203,1,N-49-06-58.60,W-97-51-58.38
2025,145205,0,N-49-30-19.86,W-98-10-29.77
2025,145207,1,N-49-20-02.00,W-99-55-36.84
2025,145209,1,N-49-28-35.66,W-100-43-53.60
2025,145213,1,N-50-27-13.43,W-96-44-26.88
2025,146001,0,N-39-30-07.50,W-79-09-49.52
2025,146003,1,N-39-26-22.40,W-79-08-16.76
2025,146005,0,N-39-37-53.59,W-78-49-29.90
2025,146007,0,N-39-39-16.90,W-77-34-41.85
2025,146009,0,N-39-43-44.21,W-77-20-26.84
2025,146011,1,N-39-09-10.66,W-77-05-48.25
2025,146013,0,N-39-31-27.70,W-77-02-51.49
2025,146015,1,N-39-44-46.70,W-76-58-35.19
2025,146017,1,N-39-42-47.93,W-76-44-58.65
2025,146019,1,N-39-32-43.80,W-76-29-00.79
2025,146021,1,N-39-09-14.86,W-76-33-34.60
2025,146023,0,N-38-56-21.09,W-76-48-01.23
2025,146025,0,N-38-24-26.20,W-76-33-33.85
2025,146027,0,N-38-10-36.09,W-76-34-18.30
2025,146029,1,N-38-37-09.16,W-76-49-42.79
2025,146031,1,N-38-36-44.55,W-77-03-46.56
2025,146033,1,N-39-31-51.79,W-75-55-11.46
2025,146035,1,N-39-16-52.14,W-75-46-14.66
2025,146037,1,N-39-06-47.20,W-76-11-20.13
2025,146039,0,N-38-53-30.38,W-75-56-32.08
2025,146041,0,N-38-28-12.01,W-76-15-04.36
2025,146043,0,N-38-32-13.63,W-76-13-32.50
2025,146045,1,N-38-18-15.52,W-75-34-30.15
2025,146047,0,N-38-10-50.02,W-75-35-13.06
2025,146049,1,N-38-15-58.37,W-75-09-57.53
2025,146051,1,N-39-40-12.72,W-79-09-16.76
2025,146053,1,N-39-43-52.67,W-78-55-16.33
2025,146055,1,N-39-41-11.78,W-78-24-28.80
2025,146121,1,N-39-01-47.34,W-76-26-20.29
2025,146123,1,N-38-58-47.86,W-76-39-40.31
2025,146125,1,N-38-27-54.02,W-76-38-35.37
2025,146145,0,N-38-18-29.81,W-75-34-08.26
2025,146149,1,N-38-13-50.23,W-75-09-44.25
2025,146901,1,N-39-42-15.46,W-76-12-08.96
2025,147001,1,N-41-46-30.01,W-70-10-43.72
2025,147003,1,N-41-44-57.13,W-70-46-56.52
2025,147005,1,N-41-56-56.49,W-71-05-33.84
2025,147007,1,N-42-49-28.28,W-70-49-10.56
2025,147009,0,N-42-31-34.63,W-71-31-21.79
2025,147011,1,N-42-00-09.48,W-71-07-56.88
2025,147013,0,N-42-39-00.15,W-71-38-25.65
2025,147015,0,N-42-13-49.81,W-72-28-59.38
